iter,param,Coef,modelType,DV,SurveyLabel,qGroup
996,LocalAAVpath,-0.618219883265351,nbinom,Serious Infection,Local AAV pathway,Timely access to services
997,LocalAAVpath,-0.47476723903798457,nbinom,Serious Infection,Local AAV pathway,Timely access to services
998,LocalAAVpath,-0.12799691696171644,nbinom,Serious Infection,Local AAV pathway,Timely access to services
999,LocalAAVpath,0.13557606633179162,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1000,LocalAAVpath,0.10302919705489552,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1001,LocalAAVpath,-0.35944436730457957,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1002,LocalAAVpath,-0.099514332505653,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1003,LocalAAVpath,-0.03767327650102038,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1004,LocalAAVpath,-0.07738758860269403,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1005,LocalAAVpath,-0.047020139013181,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1006,LocalAAVpath,-0.03695178124385735,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1007,LocalAAVpath,0.02264999202169598,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1008,LocalAAVpath,0.1014166642034466,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1009,LocalAAVpath,-0.22149528357285203,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1010,LocalAAVpath,-0.19476173822051465,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1011,LocalAAVpath,-0.2142100448291688,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1012,LocalAAVpath,-0.2192567238983945,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1013,LocalAAVpath,-0.2784119937825647,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1014,LocalAAVpath,-0.3519115046281776,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1015,LocalAAVpath,-0.2853384864898433,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1016,LocalAAVpath,-0.15001743622277544,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1017,LocalAAVpath,-0.06135927231864564,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1018,LocalAAVpath,-0.18191310362939628,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1019,LocalAAVpath,-0.19861848824659015,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1020,LocalAAVpath,0.00469433527302225,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1021,LocalAAVpath,-0.13858813617190543,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1022,LocalAAVpath,-0.4352603740627524,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1023,LocalAAVpath,-0.42528297556697264,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1024,LocalAAVpath,-0.33488877702180125,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1025,LocalAAVpath,-0.13308074394396124,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1026,LocalAAVpath,-0.33097244386257424,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1027,LocalAAVpath,-0.3676904159813346,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1028,LocalAAVpath,-0.06452045505566908,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1029,LocalAAVpath,-0.25664684679675176,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1030,LocalAAVpath,0.18247774885722295,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1031,LocalAAVpath,-0.14234458250658844,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1032,LocalAAVpath,-0.0647032061144656,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1033,LocalAAVpath,0.02093755001390648,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1034,LocalAAVpath,-0.04728714242552576,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1035,LocalAAVpath,-0.16310712440144687,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1036,LocalAAVpath,-0.2484730330039556,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1037,LocalAAVpath,-0.22843374879707248,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1038,LocalAAVpath,-0.1004544846067283,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1039,LocalAAVpath,0.02609869527482045,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1040,LocalAAVpath,-0.10043511957922212,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1041,LocalAAVpath,0.02195008681500188,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1042,LocalAAVpath,0.0650393680106662,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1043,LocalAAVpath,0.05609073937724646,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1044,LocalAAVpath,-0.2943418394421719,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1045,LocalAAVpath,-0.424574333573823,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1046,LocalAAVpath,-0.4400560045273176,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1047,LocalAAVpath,-0.1523069311780759,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1048,LocalAAVpath,-0.10433584033704084,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1049,LocalAAVpath,0.0813174654256221,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1050,LocalAAVpath,-0.14923894173304247,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1051,LocalAAVpath,0.00812110318893817,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1052,LocalAAVpath,-0.11054219340184368,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1053,LocalAAVpath,-0.03666390958045134,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1054,LocalAAVpath,0.1408916331008613,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1055,LocalAAVpath,0.10785547704670737,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1056,LocalAAVpath,0.1553134831067269,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1057,LocalAAVpath,-0.2833569538149124,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1058,LocalAAVpath,-0.5446407967454544,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1059,LocalAAVpath,-0.32983234790198734,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1060,LocalAAVpath,-0.5247434685655746,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1061,LocalAAVpath,0.25874894158394995,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1062,LocalAAVpath,-0.21052510081215,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1063,LocalAAVpath,-0.18239549293525556,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1064,LocalAAVpath,-0.29753954719001613,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1065,LocalAAVpath,-0.31303114382911773,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1066,LocalAAVpath,-0.20115498143023344,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1067,LocalAAVpath,-0.6301246087199674,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1068,LocalAAVpath,-0.7209915906522116,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1069,LocalAAVpath,0.03187379061940659,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1070,LocalAAVpath,0.11650710125812812,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1071,LocalAAVpath,-0.14731013501569565,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1072,LocalAAVpath,-0.12521382530351616,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1073,LocalAAVpath,-0.04977247997172267,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1074,LocalAAVpath,0.02063575309920093,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1075,LocalAAVpath,-0.02868320318131837,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1076,LocalAAVpath,0.01256127970284128,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1077,LocalAAVpath,0.07232422166738471,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1078,LocalAAVpath,-0.02946625388464394,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1079,LocalAAVpath,0.00622311480263983,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1080,LocalAAVpath,-0.22455865787921656,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1081,LocalAAVpath,-0.17784975835485334,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1082,LocalAAVpath,-0.3059101111844002,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1083,LocalAAVpath,-0.28598988430850975,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1084,LocalAAVpath,-0.3788888756065941,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1085,LocalAAVpath,-0.4991273813610472,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1086,LocalAAVpath,-0.116504595920374,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1087,LocalAAVpath,-0.5126499638744003,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1088,LocalAAVpath,-0.3770743254981565,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1089,LocalAAVpath,-0.3897597741673684,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1090,LocalAAVpath,-0.3958917623219024,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1091,LocalAAVpath,-0.135930539344052,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1092,LocalAAVpath,-0.21620296422949647,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1093,LocalAAVpath,-0.10563181399337648,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1094,LocalAAVpath,-0.1493486533019843,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1095,LocalAAVpath,-0.08960353707736085,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1096,LocalAAVpath,-0.188470304321374,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1097,LocalAAVpath,-0.07832625954396613,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1098,LocalAAVpath,-0.23571828615866025,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1099,LocalAAVpath,0.03316007904103665,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1100,LocalAAVpath,0.03405552177825602,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1101,LocalAAVpath,0.07308109441297414,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1102,LocalAAVpath,0.2808631953983798,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1103,LocalAAVpath,0.06889901099602196,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1104,LocalAAVpath,-0.04474981170875581,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1105,LocalAAVpath,-0.24933601112779571,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1106,LocalAAVpath,-0.02771859231910473,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1107,LocalAAVpath,-0.16354176687107083,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1108,LocalAAVpath,-0.13207548940186006,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1109,LocalAAVpath,0.1926288396274426,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1110,LocalAAVpath,-0.18460957109337245,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1111,LocalAAVpath,-0.00826258099057776,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1112,LocalAAVpath,-0.08892297450188197,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1113,LocalAAVpath,0.23085104183744876,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1114,LocalAAVpath,0.03618420665328951,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1115,LocalAAVpath,0.10115168576395572,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1116,LocalAAVpath,-0.08701126316739882,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1117,LocalAAVpath,-0.3192835457675306,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1118,LocalAAVpath,0.2622657301778478,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1119,LocalAAVpath,0.11056206204953074,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1120,LocalAAVpath,-0.09447733245995564,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1121,LocalAAVpath,-0.08569148026519682,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1122,LocalAAVpath,0.07124753965950975,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1123,LocalAAVpath,-0.2339734472771552,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1124,LocalAAVpath,0.2592959834465902,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1125,LocalAAVpath,0.06865813609923989,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1126,LocalAAVpath,-0.17760052188896996,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1127,LocalAAVpath,0.11258660776167126,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1128,LocalAAVpath,-0.01199926266190383,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1129,LocalAAVpath,-0.10156063959319044,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1130,LocalAAVpath,-0.0856941429850113,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1131,LocalAAVpath,-0.03834651523268348,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1132,LocalAAVpath,-0.04164716098190352,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1133,LocalAAVpath,-0.10892326216243882,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1134,LocalAAVpath,-0.17595376711895697,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1135,LocalAAVpath,-0.0647744099748514,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1136,LocalAAVpath,0.210352417048533,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1137,LocalAAVpath,-0.13506509384010854,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1138,LocalAAVpath,0.15356430345747343,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1139,LocalAAVpath,0.0823724850333821,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1140,LocalAAVpath,-0.29169819797668767,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1141,LocalAAVpath,0.12285262161897192,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1142,LocalAAVpath,0.06589162019282759,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1143,LocalAAVpath,-0.6035049579170951,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1144,LocalAAVpath,-0.05105528384538625,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1145,LocalAAVpath,0.24208423213804417,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1146,LocalAAVpath,0.17818409029705257,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1147,LocalAAVpath,0.3228439297489133,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1148,LocalAAVpath,0.10921790182980422,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1149,LocalAAVpath,0.20958911191872473,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1150,LocalAAVpath,0.30120882068613725,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1151,LocalAAVpath,0.11202861255565674,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1152,LocalAAVpath,-0.09000196001975205,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1153,LocalAAVpath,-0.31971934980719957,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1154,LocalAAVpath,-0.18367379678623613,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1155,LocalAAVpath,0.25198073613540456,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1156,LocalAAVpath,-0.08558116551000344,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1157,LocalAAVpath,-0.41903871485836747,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1158,LocalAAVpath,-0.25241657752078406,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1159,LocalAAVpath,0.09966559744752064,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1160,LocalAAVpath,-0.06032555567241339,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1161,LocalAAVpath,-0.00941564370319247,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1162,LocalAAVpath,-0.01801208793370319,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1163,LocalAAVpath,-0.13134394054932025,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1164,LocalAAVpath,-0.128963160080456,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1165,LocalAAVpath,0.23042947284455803,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1166,LocalAAVpath,-0.2204709103309256,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1167,LocalAAVpath,-0.12410914598461384,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1168,LocalAAVpath,0.03087112214620705,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1169,LocalAAVpath,0.00872338610940503,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1170,LocalAAVpath,-0.2388683691739824,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1171,LocalAAVpath,-0.2685691007475502,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1172,LocalAAVpath,-0.48466187117491855,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1173,LocalAAVpath,0.22255832111500207,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1174,LocalAAVpath,0.13358706961793282,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1175,LocalAAVpath,-0.01718299551390992,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1176,LocalAAVpath,9.158657309447344e-4,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1177,LocalAAVpath,-0.14803698620483058,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1178,LocalAAVpath,-0.27401992270593434,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1179,LocalAAVpath,-0.21613117244642943,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1180,LocalAAVpath,0.27150618391647113,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1181,LocalAAVpath,-0.7215140872774846,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1182,LocalAAVpath,-0.21539145803763596,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1183,LocalAAVpath,-0.3418946116549895,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1184,LocalAAVpath,-0.5312729793751512,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1185,LocalAAVpath,-0.5038708300152346,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1186,LocalAAVpath,-0.6035184404287111,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1187,LocalAAVpath,-0.1337455244064004,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1188,LocalAAVpath,0.05470360446717806,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1189,LocalAAVpath,-0.04721045363939718,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1190,LocalAAVpath,-0.16126998897408557,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1191,LocalAAVpath,-0.01346486325513947,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1192,LocalAAVpath,0.121217110105917,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1193,LocalAAVpath,0.01080723576790523,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1194,LocalAAVpath,0.1950542534026235,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1195,LocalAAVpath,0.07941055099251386,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1196,LocalAAVpath,-0.3257719960445264,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1197,LocalAAVpath,-0.3943310782948391,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1198,LocalAAVpath,-0.12536406934733085,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1199,LocalAAVpath,-0.31293380779290636,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1200,LocalAAVpath,-0.2225175686306578,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1201,LocalAAVpath,-0.03300807927204322,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1202,LocalAAVpath,-0.2123309325206111,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1203,LocalAAVpath,-0.09613698106066935,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1204,LocalAAVpath,-0.036191520368665533,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1205,LocalAAVpath,-0.06787383985531985,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1206,LocalAAVpath,-0.04481960433160601,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1207,LocalAAVpath,-0.10857950371044749,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1208,LocalAAVpath,-0.2629054568569831,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1209,LocalAAVpath,-0.40245230221191286,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1210,LocalAAVpath,-0.2679430557823632,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1211,LocalAAVpath,0.225456526718284,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1212,LocalAAVpath,0.0706373564259044,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1213,LocalAAVpath,0.05746331357874768,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1214,LocalAAVpath,0.0393119981388261,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1215,LocalAAVpath,-0.3863061435300086,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1216,LocalAAVpath,0.04941781791307307,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1217,LocalAAVpath,-0.17991230552398765,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1218,LocalAAVpath,-0.4181029313583534,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1219,LocalAAVpath,-0.2726520681314802,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1220,LocalAAVpath,-0.2742425477668104,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1221,LocalAAVpath,0.05087441999249322,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1222,LocalAAVpath,-0.05287816136231928,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1223,LocalAAVpath,0.08041628597895643,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1224,LocalAAVpath,-0.1992553921982364,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1225,LocalAAVpath,0.0741128250026998,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1226,LocalAAVpath,-0.6176992589199655,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1227,LocalAAVpath,-0.13253088771574506,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1228,LocalAAVpath,-0.02523110402952902,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1229,LocalAAVpath,-0.08732232172249008,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1230,LocalAAVpath,-0.08474519744430746,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1231,LocalAAVpath,-0.10644927147971994,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1232,LocalAAVpath,-0.3294637403615355,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1233,LocalAAVpath,-0.2557089669201835,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1234,LocalAAVpath,-0.17505407435483886,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1235,LocalAAVpath,-0.24183606439851468,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1236,LocalAAVpath,0.2848513155073322,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1237,LocalAAVpath,-0.05361804254317957,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1238,LocalAAVpath,-0.08396586877866728,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1239,LocalAAVpath,0.01724046898364273,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1240,LocalAAVpath,-0.4739996187477448,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1241,LocalAAVpath,-0.31072703293608345,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1242,LocalAAVpath,-0.00836956893089691,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1243,LocalAAVpath,-0.47139715345175937,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1244,LocalAAVpath,-0.4498239974253295,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1245,LocalAAVpath,-0.3140124183969767,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1246,LocalAAVpath,-0.25306434622246343,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1247,LocalAAVpath,0.2354882089618822,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1248,LocalAAVpath,-0.1196620725428302,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1249,LocalAAVpath,0.04762980509589312,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1250,LocalAAVpath,-0.04137173891578627,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1251,LocalAAVpath,-0.03836322604778635,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1252,LocalAAVpath,-0.2527359200833805,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1253,LocalAAVpath,-0.08120428572087364,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1254,LocalAAVpath,-0.1104187107417189,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1255,LocalAAVpath,-0.21987719722188004,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1256,LocalAAVpath,-0.11621451510863252,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1257,LocalAAVpath,-0.3014894772144773,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1258,LocalAAVpath,0.0164056591088214,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1259,LocalAAVpath,-0.0357907444823867,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1260,LocalAAVpath,-0.1386863332110138,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1261,LocalAAVpath,-0.42577313063021666,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1262,LocalAAVpath,-0.15369626453551513,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1263,LocalAAVpath,-0.17366933586539823,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1264,LocalAAVpath,0.04978055999874899,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1265,LocalAAVpath,-0.11037083859476236,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1266,LocalAAVpath,-0.4986033657438863,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1267,LocalAAVpath,0.03123226655897992,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1268,LocalAAVpath,-0.07872473421175177,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1269,LocalAAVpath,-0.1303074609603959,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1270,LocalAAVpath,-0.373745067504922,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1271,LocalAAVpath,-0.419562436213749,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1272,LocalAAVpath,-0.0190982316973082,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1273,LocalAAVpath,-0.6263830141407946,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1274,LocalAAVpath,-0.12425351392449674,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1275,LocalAAVpath,0.03511122329506816,nbinom,Serious Infection,Local AAV pathway,Timely access to services
1276,LocalAAVpath,0.03617431627561328,nbinom,Serious Infection,Local AAV pathway,Timely access to services
